"GEO_ID","NAME","DATE_CODE","POP"
"id","Geographic Area Name","Estimate Date","Population"
Morgan County, Indiana","7/1/2019 population estimate","70489"
Newton County, Indiana","7/1/2019 population estimate","13984"
Noble County, Indiana","7/1/2019 population estimate","47744"
Ohio County, Indiana","7/1/2019 population estimate","5875"
Orange County, Indiana","7/1/2019 population estimate","19646"
Owen County, Indiana","7/1/2019 population estimate","20799"
Parke County, Indiana","7/1/2019 population estimate","16937"
Perry County, Indiana","7/1/2019 population estimate","19169"
Pike County, Indiana","7/1/2019 population estimate","12389"
Porter County, Indiana","7/1/2019 population estimate","170389"
Posey County, Indiana","7/1/2019 population estimate","25427"
Pulaski County, Indiana","7/1/2019 population estimate","12353"
Putnam County, Indiana","7/1/2019 population estimate","37576"
Randolph County, Indiana","7/1/2019 population estimate","24665"
Ripley County, Indiana","7/1/2019 population estimate","28324"
Rush County, Indiana","7/1/2019 population estimate","16581"
St. Joseph County, Indiana","7/1/2019 population estimate","271826"
Scott County, Indiana","7/1/2019 population estimate","23873"
Shelby County, Indiana","7/1/2019 population estimate","44729"
Spencer County, Indiana","7/1/2019 population estimate","20277"
Starke County, Indiana","7/1/2019 population estimate","22995"
Steuben County, Indiana","7/1/2019 population estimate","34594"
Sullivan County, Indiana","7/1/2019 population estimate","20669"
Switzerland County, Indiana","7/1/2019 population estimate","10751"
Tippecanoe County, Indiana","7/1/2019 population estimate","195732"
Tipton County, Indiana","7/1/2019 population estimate","15148"
Union County, Indiana","7/1/2019 population estimate","7054"
Vanderburgh County, Indiana","7/1/2019 population estimate","181451"
Vermillion County, Indiana","7/1/2019 population estimate","15498"
Vigo County, Indiana","7/1/2019 population estimate","107038"
Wabash County, Indiana","7/1/2019 population estimate","30996"
Warren County, Indiana","7/1/2019 population estimate","8265"
Warrick County, Indiana","7/1/2019 population estimate","62998"
Washington County, Indiana","7/1/2019 population estimate","28036"
Wayne County, Indiana","7/1/2019 population estimate","65884"
Wells County, Indiana","7/1/2019 population estimate","28296"
White County, Indiana","7/1/2019 population estimate","24102"
Whitley County, Indiana","7/1/2019 population estimate","33964"
Adair County, Iowa","7/1/2019 population estimate","7152"
Adams County, Iowa","7/1/2019 population estimate","3602"
Allamakee County, Iowa","7/1/2019 population estimate","13687"
Appanoose County, Iowa","7/1/2019 population estimate","12426"
Audubon County, Iowa","7/1/2019 population estimate","5496"
Benton County, Iowa","7/1/2019 population estimate","25645"
Black Hawk County, Iowa","7/1/2019 population estimate","131228"
Boone County, Iowa","7/1/2019 population estimate","26234"
Bremer County, Iowa","7/1/2019 population estimate","25062"
Buchanan County, Iowa","7/1/2019 population estimate","21175"
Buena Vista County, Iowa","7/1/2019 population estimate","19620"
Butler County, Iowa","7/1/2019 population estimate","14439"
Calhoun County, Iowa","7/1/2019 population estimate","9668"
Carroll County, Iowa","7/1/2019 population estimate","20165"
Cass County, Iowa","7/1/2019 population estimate","12836"
Cedar County, Iowa","7/1/2019 population estimate","18627"
Cerro Gordo County, Iowa","7/1/2019 population estimate","42450"
Cherokee County, Iowa","7/1/2019 population estimate","11235"
Chickasaw County, Iowa","7/1/2019 population estimate","11933"
Clarke County, Iowa","7/1/2019 population estimate","9395"
Clay County, Iowa","7/1/2019 population estimate","16016"
Clayton County, Iowa","7/1/2019 population estimate","17549"
Clinton County, Iowa","7/1/2019 population estimate","46429"
Crawford County, Iowa","7/1/2019 population estimate","16820"
Dallas County, Iowa","7/1/2019 population estimate","93453"
Davis County, Iowa","7/1/2019 population estimate","9000"
Decatur County, Iowa","7/1/2019 population estimate","7870"
Delaware County, Iowa","7/1/2019 population estimate","17011"
Des Moines County, Iowa","7/1/2019 population estimate","38967"
Dickinson County, Iowa","7/1/2019 population estimate","17258"
Dubuque County, Iowa","7/1/2019 population estimate","97311"
Emmet County, Iowa","7/1/2019 population estimate","9208"
Fayette County, Iowa","7/1/2019 population estimate","19650"
Floyd County, Iowa","7/1/2019 population estimate","15642"
Franklin County, Iowa","7/1/2019 population estimate","10070"
Fremont County, Iowa","7/1/2019 population estimate","6960"
Greene County, Iowa","7/1/2019 population estimate","8888"
Grundy County, Iowa","7/1/2019 population estimate","12232"
Guthrie County, Iowa","7/1/2019 population estimate","10689"
Hamilton County, Iowa","7/1/2019 population estimate","14773"
Hancock County, Iowa","7/1/2019 population estimate","10630"
Hardin County, Iowa","7/1/2019 population estimate","16846"
Harrison County, Iowa","7/1/2019 population estimate","14049"
Henry County, Iowa","7/1/2019 population estimate","19954"
Howard County, Iowa","7/1/2019 population estimate","9158"
Humboldt County, Iowa","7/1/2019 population estimate","9558"
Ida County, Iowa","7/1/2019 population estimate","6860"
Iowa County, Iowa","7/1/2019 population estimate","16184"
Jackson County, Iowa","7/1/2019 population estimate","19439"
Jasper County, Iowa","7/1/2019 population estimate","37185"
Jefferson County, Iowa","7/1/2019 population estimate","18295"
Johnson County, Iowa","7/1/2019 population estimate","151140"
Jones County, Iowa","7/1/2019 population estimate","20681"
Keokuk County, Iowa","7/1/2019 population estimate","10246"
Kossuth County, Iowa","7/1/2019 population estimate","14813"
Lee County, Iowa","7/1/2019 population estimate","33657"
Linn County, Iowa","7/1/2019 population estimate","226706"
Louisa County, Iowa","7/1/2019 population estimate","11035"
Lucas County, Iowa","7/1/2019 population estimate","8600"
Lyon County, Iowa","7/1/2019 population estimate","11755"
Madison County, Iowa","7/1/2019 population estimate","16338"
Mahaska County, Iowa","7/1/2019 population estimate","22095"
Marion County, Iowa","7/1/2019 population estimate","33253"
Marshall County, Iowa","7/1/2019 population estimate","39369"
Mills County, Iowa","7/1/2019 population estimate","15109"
Mitchell County, Iowa","7/1/2019 population estimate","10586"
Monona County, Iowa","7/1/2019 population estimate","8615"
Monroe County, Iowa","7/1/2019 population estimate","7707"
Montgomery County, Iowa","7/1/2019 population estimate","9917"
Muscatine County, Iowa","7/1/2019 population estimate","42664"
O'Brien County, Iowa","7/1/2019 population estimate","13753"
Osceola County, Iowa","7/1/2019 population estimate","5958"
Page County, Iowa","7/1/2019 population estimate","15107"
Palo Alto County, Iowa","7/1/2019 population estimate","8886"
Plymouth County, Iowa","7/1/2019 population estimate","25177"
Pocahontas County, Iowa","7/1/2019 population estimate","6619"
Polk County, Iowa","7/1/2019 population estimate","490161"
Pottawattamie County, Iowa","7/1/2019 population estimate","93206"
Poweshiek County, Iowa","7/1/2019 population estimate","18504"
Ringgold County, Iowa","7/1/2019 population estimate","4894"
Sac County, Iowa","7/1/2019 population estimate","9721"
Scott County, Iowa","7/1/2019 population estimate","172943"
Shelby County, Iowa","7/1/2019 population estimate","11454"
Sioux County, Iowa","7/1/2019 population estimate","34855"
Story County, Iowa","7/1/2019 population estimate","97117"
Tama County, Iowa","7/1/2019 population estimate","16854"
Taylor County, Iowa","7/1/2019 population estimate","6121"
Union County, Iowa","7/1/2019 population estimate","12241"
Van Buren County, Iowa","7/1/2019 population estimate","7044"
Wapello County, Iowa","7/1/2019 population estimate","34969"
Warren County, Iowa","7/1/2019 population estimate","51466"
Washington County, Iowa","7/1/2019 population estimate","21965"
Wayne County, Iowa","7/1/2019 population estimate","6441"
Webster County, Iowa","7/1/2019 population estimate","35904"
Winnebago County, Iowa","7/1/2019 population estimate","10354"
Winneshiek County, Iowa","7/1/2019 population estimate","19991"
Woodbury County, Iowa","7/1/2019 population estimate","103107"
Worth County, Iowa","7/1/2019 population estimate","7381"
Wright County, Iowa","7/1/2019 population estimate","12562"
Allen County, Kansas","7/1/2019 population estimate","12369"
Anderson County, Kansas","7/1/2019 population estimate","7858"
Atchison County, Kansas","7/1/2019 population estimate","16073"
Barber County, Kansas","7/1/2019 population estimate","4427"
Barton County, Kansas","7/1/2019 population estimate","25779"
Bourbon County, Kansas","7/1/2019 population estimate","14534"
Brown County, Kansas","7/1/2019 population estimate","9564"
Butler County, Kansas","7/1/2019 population estimate","66911"
Chase County, Kansas","7/1/2019 population estimate","2648"
Chautauqua County, Kansas","7/1/2019 population estimate","3250"
Cherokee County, Kansas","7/1/2019 population estimate","19939"
Cheyenne County, Kansas","7/1/2019 population estimate","2657"
Clark County, Kansas","7/1/2019 population estimate","1994"
Clay County, Kansas","7/1/2019 population estimate","8002"
Cloud County, Kansas","7/1/2019 population estimate","8786"
Coffey County, Kansas","7/1/2019 population estimate","8179"
Comanche County, Kansas","7/1/2019 population estimate","1700"
Cowley County, Kansas","7/1/2019 population estimate","34908"
Crawford County, Kansas","7/1/2019 population estimate","38818"
Decatur County, Kansas","7/1/2019 population estimate","2827"
Dickinson County, Kansas","7/1/2019 population estimate","18466"
Doniphan County, Kansas","7/1/2019 population estimate","7600"
Douglas County, Kansas","7/1/2019 population estimate","122259"
Edwards County, Kansas","7/1/2019 population estimate","2798"
Elk County, Kansas","7/1/2019 population estimate","2530"
Ellis County, Kansas","7/1/2019 population estimate","28553"
Ellsworth County, Kansas","7/1/2019 population estimate","6102"
Finney County, Kansas","7/1/2019 population estimate","36467"
Ford County, Kansas","7/1/2019 population estimate","33619"
Franklin County, Kansas","7/1/2019 population estimate","25544"
Geary County, Kansas","7/1/2019 population estimate","31670"
Gove County, Kansas","7/1/2019 population estimate","2636"
Graham County, Kansas","7/1/2019 population estimate","2482"
Grant County, Kansas","7/1/2019 population estimate","7150"
Gray County, Kansas","7/1/2019 population estimate","5988"
Greeley County, Kansas","7/1/2019 population estimate","1232"
Greenwood County, Kansas","7/1/2019 population estimate","5982"
Hamilton County, Kansas","7/1/2019 population estimate","2539"
Harper County, Kansas","7/1/2019 population estimate","5436"
Harvey County, Kansas","7/1/2019 population estimate","34429"
Haskell County, Kansas","7/1/2019 population estimate","3968"
Hodgeman County, Kansas","7/1/2019 population estimate","1794"
Jackson County, Kansas","7/1/2019 population estimate","13171"
Jefferson County, Kansas","7/1/2019 population estimate","19043"
Jewell County, Kansas","7/1/2019 population estimate","2879"
Johnson County, Kansas","7/1/2019 population estimate","602401"
Kearny County, Kansas","7/1/2019 population estimate","3838"
Kingman County, Kansas","7/1/2019 population estimate","7152"
Kiowa County, Kansas","7/1/2019 population estimate","2475"
Labette County, Kansas","7/1/2019 population estimate","19618"
Lane County, Kansas","7/1/2019 population estimate","1535"
Leavenworth County, Kansas","7/1/2019 population estimate","81758"
Lincoln County, Kansas","7/1/2019 population estimate","2962"
Linn County, Kansas","7/1/2019 population estimate","9703"
Logan County, Kansas","7/1/2019 population estimate","2794"
Lyon County, Kansas","7/1/2019 population estimate","33195"
McPherson County, Kansas","7/1/2019 population estimate","28542"
Marion County, Kansas","7/1/2019 population estimate","11884"
Marshall County, Kansas","7/1/2019 population estimate","9707"
Meade County, Kansas","7/1/2019 population estimate","4033"
Miami County, Kansas","7/1/2019 population estimate","34237"
Mitchell County, Kansas","7/1/2019 population estimate","5979"
Montgomery County, Kansas","7/1/2019 population estimate","31829"
Morris County, Kansas","7/1/2019 population estimate","5620"
Morton County, Kansas","7/1/2019 population estimate","2587"
Nemaha County, Kansas","7/1/2019 population estimate","10231"
Neosho County, Kansas","7/1/2019 population estimate","16007"
Ness County, Kansas","7/1/2019 population estimate","2750"
Norton County, Kansas","7/1/2019 population estimate","5361"
Osage County, Kansas","7/1/2019 population estimate","15949"
Osborne County, Kansas","7/1/2019 population estimate","3421"
Ottawa County, Kansas","7/1/2019 population estimate","5704"
Pawnee County, Kansas","7/1/2019 population estimate","6414"
Phillips County, Kansas","7/1/2019 population estimate","5234"
Pottawatomie County, Kansas","7/1/2019 population estimate","24383"
Pratt County, Kansas","7/1/2019 population estimate","9164"
Rawlins County, Kansas","7/1/2019 population estimate","2530"
Reno County, Kansas","7/1/2019 population estimate","61998"
Republic County, Kansas","7/1/2019 population estimate","4636"
Rice County, Kansas","7/1/2019 population estimate","9537"
Riley County, Kansas","7/1/2019 population estimate","74232"
Rooks County, Kansas","7/1/2019 population estimate","4920"
Rush County, Kansas","7/1/2019 population estimate","3036"
Russell County, Kansas","7/1/2019 population estimate","6856"
Saline County, Kansas","7/1/2019 population estimate","54224"
Scott County, Kansas","7/1/2019 population estimate","4823"
Sedgwick County, Kansas","7/1/2019 population estimate","516042"
Seward County, Kansas","7/1/2019 population estimate","21428"
Shawnee County, Kansas","7/1/2019 population estimate","176875"
Sheridan County, Kansas","7/1/2019 population estimate","2521"
Sherman County, Kansas","7/1/2019 population estimate","5917"
Smith County, Kansas","7/1/2019 population estimate","3583"
Stafford County, Kansas","7/1/2019 population estimate","4156"
Stanton County, Kansas","7/1/2019 population estimate","2006"
Stevens County, Kansas","7/1/2019 population estimate","5485"
Sumner County, Kansas","7/1/2019 population estimate","22836"
Thomas County, Kansas","7/1/2019 population estimate","7777"
Trego County, Kansas","7/1/2019 population estimate","2803"
Wabaunsee County, Kansas","7/1/2019 population estimate","6931"
Wallace County, Kansas","7/1/2019 population estimate","1518"
Washington County, Kansas","7/1/2019 population estimate","5406"
Wichita County, Kansas","7/1/2019 population estimate","2119"
Wilson County, Kansas","7/1/2019 population estimate","8525"
Woodson County, Kansas","7/1/2019 population estimate","3138"
Wyandotte County, Kansas","7/1/2019 population estimate","165429"
Adair County, Kentucky","7/1/2019 population estimate","19202"
Allen County, Kentucky","7/1/2019 population estimate","21315"
Anderson County, Kentucky","7/1/2019 population estimate","22747"
Ballard County, Kentucky","7/1/2019 population estimate","7888"
Barren County, Kentucky","7/1/2019 population estimate","44249"
Bath County, Kentucky","7/1/2019 population estimate","12500"
Bell County, Kentucky","7/1/2019 population estimate","26032"
Boone County, Kentucky","7/1/2019 population estimate","133581"
Bourbon County, Kentucky","7/1/2019 population estimate","19788"
Boyd County, Kentucky","7/1/2019 population estimate","46718"
Boyle County, Kentucky","7/1/2019 population estimate","30060"
Bracken County, Kentucky","7/1/2019 population estimate","8303"
Breathitt County, Kentucky","7/1/2019 population estimate","12630"
Breckinridge County, Kentucky","7/1/2019 population estimate","20477"
Bullitt County, Kentucky","7/1/2019 population estimate","81676"
Butler County, Kentucky","7/1/2019 population estimate","12879"
Caldwell County, Kentucky","7/1/2019 population estimate","12747"
Calloway County, Kentucky","7/1/2019 population estimate","39001"
Campbell County, Kentucky","7/1/2019 population estimate","93584"
Carlisle County, Kentucky","7/1/2019 population estimate","4760"
Carroll County, Kentucky","7/1/2019 population estimate","10631"
Carter County, Kentucky","7/1/2019 population estimate","26797"
Casey County, Kentucky","7/1/2019 population estimate","16159"
Christian County, Kentucky","7/1/2019 population estimate","70461"
Clark County, Kentucky","7/1/2019 population estimate","36263"
Clay County, Kentucky","7/1/2019 population estimate","19901"
Clinton County, Kentucky","7/1/2019 population estimate","10218"
Crittenden County, Kentucky","7/1/2019 population estimate","8806"
Cumberland County, Kentucky","7/1/2019 population estimate","6614"
Daviess County, Kentucky","7/1/2019 population estimate","101511"
Edmonson County, Kentucky","7/1/2019 population estimate","12150"
Elliott County, Kentucky","7/1/2019 population estimate","7517"
Estill County, Kentucky","7/1/2019 population estimate","14106"
Fayette County, Kentucky","7/1/2019 population estimate","323152"
Fleming County, Kentucky","7/1/2019 population estimate","14581"
Floyd County, Kentucky","7/1/2019 population estimate","35589"
Franklin County, Kentucky","7/1/2019 population estimate","50991"
Fulton County, Kentucky","7/1/2019 population estimate","5969"
Gallatin County, Kentucky","7/1/2019 population estimate","8869"
Garrard County, Kentucky","7/1/2019 population estimate","17666"
Grant County, Kentucky","7/1/2019 population estimate","25069"
Graves County, Kentucky","7/1/2019 population estimate","37266"
Grayson County, Kentucky","7/1/2019 population estimate","26427"
Green County, Kentucky","7/1/2019 population estimate","10941"
Greenup County, Kentucky","7/1/2019 population estimate","35098"
Hancock County, Kentucky","7/1/2019 population estimate","8722"
Hardin County, Kentucky","7/1/2019 population estimate","110958"
Harlan County, Kentucky","7/1/2019 population estimate","26010"
Harrison County, Kentucky","7/1/2019 population estimate","18886"
Hart County, Kentucky","7/1/2019 population estimate","19035"
Henderson County, Kentucky","7/1/2019 population estimate","45210"
Henry County, Kentucky","7/1/2019 population estimate","16126"
Hickman County, Kentucky","7/1/2019 population estimate","4380"
Hopkins County, Kentucky","7/1/2019 population estimate","44686"
Jackson County, Kentucky","7/1/2019 population estimate","13329"
Jefferson County, Kentucky","7/1/2019 population estimate","766757"
Jessamine County, Kentucky","7/1/2019 population estimate","54115"
Johnson County, Kentucky","7/1/2019 population estimate","22188"
Kenton County, Kentucky","7/1/2019 population estimate","166998"
Knott County, Kentucky","7/1/2019 population estimate","14806"
Knox County, Kentucky","7/1/2019 population estimate","31145"
Larue County, Kentucky","7/1/2019 population estimate","14398"
Laurel County, Kentucky","7/1/2019 population estimate","60813"
Lawrence County, Kentucky","7/1/2019 population estimate","15317"
Lee County, Kentucky","7/1/2019 population estimate","7403"
Leslie County, Kentucky","7/1/2019 population estimate","9877"
Letcher County, Kentucky","7/1/2019 population estimate","21553"
Lewis County, Kentucky","7/1/2019 population estimate","13275"
Lincoln County, Kentucky","7/1/2019 population estimate","24549"
Livingston County, Kentucky","7/1/2019 population estimate","9194"
Logan County, Kentucky","7/1/2019 population estimate","27102"
Lyon County, Kentucky","7/1/2019 population estimate","8210"
McCracken County, Kentucky","7/1/2019 population estimate","65418"
McCreary County, Kentucky","7/1/2019 population estimate","17231"
McLean County, Kentucky","7/1/2019 population estimate","9207"
Madison County, Kentucky","7/1/2019 population estimate","92987"
Magoffin County, Kentucky","7/1/2019 population estimate","12161"
Marion County, Kentucky","7/1/2019 population estimate","19273"
Marshall County, Kentucky","7/1/2019 population estimate","31100"
Martin County, Kentucky","7/1/2019 population estimate","11195"
Mason County, Kentucky","7/1/2019 population estimate","17070"
Meade County, Kentucky","7/1/2019 population estimate","28572"
Menifee County, Kentucky","7/1/2019 population estimate","6489"
Mercer County, Kentucky","7/1/2019 population estimate","21933"
Metcalfe County, Kentucky","7/1/2019 population estimate","10071"
Monroe County, Kentucky","7/1/2019 population estimate","10650"
Montgomery County, Kentucky","7/1/2019 population estimate","28157"
Morgan County, Kentucky","7/1/2019 population estimate","13309"
Muhlenberg County, Kentucky","7/1/2019 population estimate","30622"
Nelson County, Kentucky","7/1/2019 population estimate","46233"
Nicholas County, Kentucky","7/1/2019 population estimate","7269"
Ohio County, Kentucky","7/1/2019 population estimate","23994"
Oldham County, Kentucky","7/1/2019 population estimate","66799"
Owen County, Kentucky","7/1/2019 population estimate","10901"
Owsley County, Kentucky","7/1/2019 population estimate","4415"
Pendleton County, Kentucky","7/1/2019 population estimate","14590"
Perry County, Kentucky","7/1/2019 population estimate","25758"
Pike County, Kentucky","7/1/2019 population estimate","57876"
Powell County, Kentucky","7/1/2019 population estimate","12359"
Pulaski County, Kentucky","7/1/2019 population estimate","64979"
Robertson County, Kentucky","7/1/2019 population estimate","2108"
Rockcastle County, Kentucky","7/1/2019 population estimate","16695"
Rowan County, Kentucky","7/1/2019 population estimate","24460"
Russell County, Kentucky","7/1/2019 population estimate","17923"
Scott County, Kentucky","7/1/2019 population estimate","57004"
Shelby County, Kentucky","7/1/2019 population estimate","49024"
Simpson County, Kentucky","7/1/2019 population estimate","18572"
Spencer County, Kentucky","7/1/2019 population estimate","19351"
Taylor County, Kentucky","7/1/2019 population estimate","25769"
Todd County, Kentucky","7/1/2019 population estimate","12294"
Trigg County, Kentucky","7/1/2019 population estimate","14651"
Trimble County, Kentucky","7/1/2019 population estimate","8471"
Union County, Kentucky","7/1/2019 population estimate","14381"
Warren County, Kentucky","7/1/2019 population estimate","132896"
Washington County, Kentucky","7/1/2019 population estimate","12095"
Wayne County, Kentucky","7/1/2019 population estimate","20333"
Webster County, Kentucky","7/1/2019 population estimate","12942"
Whitley County, Kentucky","7/1/2019 population estimate","36264"
Wolfe County, Kentucky","7/1/2019 population estimate","7157"
Woodford County, Kentucky","7/1/2019 population estimate","26734"
Acadia Parish, Louisiana","7/1/2019 population estimate","62045"
Allen Parish, Louisiana","7/1/2019 population estimate","25627"
Ascension Parish, Louisiana","7/1/2019 population estimate","126604"
Assumption Parish, Louisiana","7/1/2019 population estimate","21891"
Avoyelles Parish, Louisiana","7/1/2019 population estimate","40144"
Beauregard Parish, Louisiana","7/1/2019 population estimate","37497"
Bienville Parish, Louisiana","7/1/2019 population estimate","13241"
Bossier Parish, Louisiana","7/1/2019 population estimate","127039"
Caddo Parish, Louisiana","7/1/2019 population estimate","240204"
Calcasieu Parish, Louisiana","7/1/2019 population estimate","203436"
Caldwell Parish, Louisiana","7/1/2019 population estimate","9918"
Cameron Parish, Louisiana","7/1/2019 population estimate","6973"
Catahoula Parish, Louisiana","7/1/2019 population estimate","9494"
Claiborne Parish, Louisiana","7/1/2019 population estimate","15670"
Concordia Parish, Louisiana","7/1/2019 population estimate","19259"
De Soto Parish, Louisiana","7/1/2019 population estimate","27463"
East Baton Rouge Parish, Louisiana","7/1/2019 population estimate","440059"
East Carroll Parish, Louisiana","7/1/2019 population estimate","6861"
East Feliciana Parish, Louisiana","7/1/2019 population estimate","19135"
Evangeline Parish, Louisiana","7/1/2019 population estimate","33395"
Franklin Parish, Louisiana","7/1/2019 population estimate","20015"
Grant Parish, Louisiana","7/1/2019 population estimate","22389"
Iberia Parish, Louisiana","7/1/2019 population estimate","69830"
Iberville Parish, Louisiana","7/1/2019 population estimate","32511"
Jackson Parish, Louisiana","7/1/2019 population estimate","15744"
Jefferson Parish, Louisiana","7/1/2019 population estimate","432493"
Jefferson Davis Parish, Louisiana","7/1/2019 population estimate","31368"
Lafayette Parish, Louisiana","7/1/2019 population estimate","244390"
Lafourche Parish, Louisiana","7/1/2019 population estimate","97614"
LaSalle Parish, Louisiana","7/1/2019 population estimate","14892"
Lincoln Parish, Louisiana","7/1/2019 population estimate","46742"
Livingston Parish, Louisiana","7/1/2019 population estimate","140789"
Madison Parish, Louisiana","7/1/2019 population estimate","10951"
Morehouse Parish, Louisiana","7/1/2019 population estimate","24874"
Natchitoches Parish, Louisiana","7/1/2019 population estimate","38158"
Orleans Parish, Louisiana","7/1/2019 population estimate","390144"
Ouachita Parish, Louisiana","7/1/2019 population estimate","153279"
Plaquemines Parish, Louisiana","7/1/2019 population estimate","23197"
Pointe Coupee Parish, Louisiana","7/1/2019 population estimate","21730"
Rapides Parish, Louisiana","7/1/2019 population estimate","129648"
Red River Parish, Louisiana","7/1/2019 population estimate","8442"
Richland Parish, Louisiana","7/1/2019 population estimate","20122"
Sabine Parish, Louisiana","7/1/2019 population estimate","23884"
St. Bernard Parish, Louisiana","7/1/2019 population estimate","47244"
St. Charles Parish, Louisiana","7/1/2019 population estimate","53100"
St. Helena Parish, Louisiana","7/1/2019 population estimate","10132"
St. James Parish, Louisiana","7/1/2019 population estimate","21096"
St. John the Baptist Parish, Louisiana","7/1/2019 population estimate","42837"
St. Landry Parish, Louisiana","7/1/2019 population estimate","82124"
St. Martin Parish, Louisiana","7/1/2019 population estimate","53431"
St. Mary Parish, Louisiana","7/1/2019 population estimate","49348"
St. Tammany Parish, Louisiana","7/1/2019 population estimate","260419"
Tangipahoa Parish, Louisiana","7/1/2019 population estimate","134758"
Tensas Parish, Louisiana","7/1/2019 population estimate","4334"
Terrebonne Parish, Louisiana","7/1/2019 population estimate","110461"
Union Parish, Louisiana","7/1/2019 population estimate","22108"
Vermilion Parish, Louisiana","7/1/2019 population estimate","59511"
Vernon Parish, Louisiana","7/1/2019 population estimate","47429"
Washington Parish, Louisiana","7/1/2019 population estimate","46194"
Webster Parish, Louisiana","7/1/2019 population estimate","38340"
West Baton Rouge Parish, Louisiana","7/1/2019 population estimate","26465"
West Carroll Parish, Louisiana","7/1/2019 population estimate","10830"
West Feliciana Parish, Louisiana","7/1/2019 population estimate","15568"
Winn Parish, Louisiana","7/1/2019 population estimate","13904"
Androscoggin County, Maine","7/1/2019 population estimate","108277"
Aroostook County, Maine","7/1/2019 population estimate","67055"
Cumberland County, Maine","7/1/2019 population estimate","295003"
Franklin County, Maine","7/1/2019 population estimate","30199"
Hancock County, Maine","7/1/2019 population estimate","54987"
Kennebec County, Maine","7/1/2019 population estimate","122302"
Knox County, Maine","7/1/2019 population estimate","39772"
Lincoln County, Maine","7/1/2019 population estimate","34634"
Oxford County, Maine","7/1/2019 population estimate","57975"
Penobscot County, Maine","7/1/2019 population estimate","152148"
Piscataquis County, Maine","7/1/2019 population estimate","16785"
Sagadahoc County, Maine","7/1/2019 population estimate","35856"
Somerset County, Maine","7/1/2019 population estimate","50484"
Waldo County, Maine","7/1/2019 population estimate","39715"
Washington County, Maine","7/1/2019 population estimate","31379"
York County, Maine","7/1/2019 population estimate","207641"
Allegany County, Maryland","7/1/2019 population estimate","70416"
Anne Arundel County, Maryland","7/1/2019 population estimate","579234"
Baltimore County, Maryland","7/1/2019 population estimate","827370"
Calvert County, Maryland","7/1/2019 population estimate","92525"
Caroline County, Maryland","7/1/2019 population estimate","33406"
Carroll County, Maryland","7/1/2019 population estimate","168447"
Cecil County, Maryland","7/1/2019 population estimate","102855"
Charles County, Maryland","7/1/2019 population estimate","163257"
Dorchester County, Maryland","7/1/2019 population estimate","31929"
Frederick County, Maryland","7/1/2019 population estimate","259547"
Garrett County, Maryland","7/1/2019 population estimate","29014"
Harford County, Maryland","7/1/2019 population estimate","255441"
Howard County, Maryland","7/1/2019 population estimate","325690"
Kent County, Maryland","7/1/2019 population estimate","19422"
Montgomery County, Maryland","7/1/2019 population estimate","1050688"
Prince George's County, Maryland","7/1/2019 population estimate","909327"
Queen Anne's County, Maryland","7/1/2019 population estimate","50381"
St. Mary's County, Maryland","7/1/2019 population estimate","113510"
Somerset County, Maryland","7/1/2019 population estimate","25616"
Talbot County, Maryland","7/1/2019 population estimate","37181"
Washington County, Maryland","7/1/2019 population estimate","151049"
Wicomico County, Maryland","7/1/2019 population estimate","103609"
Worcester County, Maryland","7/1/2019 population estimate","52276"
Baltimore city, Maryland","7/1/2019 population estimate","593490"
Barnstable County, Massachusetts","7/1/2019 population estimate","212990"
Berkshire County, Massachusetts","7/1/2019 population estimate","124944"
Bristol County, Massachusetts","7/1/2019 population estimate","565217"
Dukes County, Massachusetts","7/1/2019 population estimate","17332"
Essex County, Massachusetts","7/1/2019 population estimate","789034"
Franklin County, Massachusetts","7/1/2019 population estimate","70180"
Hampden County, Massachusetts","7/1/2019 population estimate","466372"
Hampshire County, Massachusetts","7/1/2019 population estimate","160830"
Middlesex County, Massachusetts","7/1/2019 population estimate","1611699"
Nantucket County, Massachusetts","7/1/2019 population estimate","11399"
Norfolk County, Massachusetts","7/1/2019 population estimate","706775"
Plymouth County, Massachusetts","7/1/2019 population estimate","521202"
Suffolk County, Massachusetts","7/1/2019 population estimate","803907"
Worcester County, Massachusetts","7/1/2019 population estimate","830622"
Alcona County, Michigan","7/1/2019 population estimate","10405"
Alger County, Michigan","7/1/2019 population estimate","9108"
Allegan County, Michigan","7/1/2019 population estimate","118081"
Alpena County, Michigan","7/1/2019 population estimate","28405"
Antrim County, Michigan","7/1/2019 population estimate","23324"
Arenac County, Michigan","7/1/2019 population estimate","14883"
Baraga County, Michigan","7/1/2019 population estimate","8209"
Barry County, Michigan","7/1/2019 population estimate","61550"
Bay County, Michigan","7/1/2019 population estimate","103126"
Benzie County, Michigan","7/1/2019 population estimate","17766"
Berrien County, Michigan","7/1/2019 population estimate","153401"
Branch County, Michigan","7/1/2019 population estimate","43517"
Calhoun County, Michigan","7/1/2019 population estimate","134159"
Cass County, Michigan","7/1/2019 population estimate","51787"
Charlevoix County, Michigan","7/1/2019 population estimate","26143"
Cheboygan County, Michigan","7/1/2019 population estimate","25276"
Chippewa County, Michigan","7/1/2019 population estimate","37349"
Clare County, Michigan","7/1/2019 population estimate","30950"
Clinton County, Michigan","7/1/2019 population estimate","79595"
Crawford County, Michigan","7/1/2019 population estimate","14029"
Delta County, Michigan","7/1/2019 population estimate","35784"
Dickinson County, Michigan","7/1/2019 population estimate","25239"
